frame_id,timestamp,status,within_tolerance,detection_method,cx_px,cy_px,angle_deg,width_px,height_px,dx_mm,dy_mm,dtheta_deg
sample_perfect.png,0.0,out_of_tolerance,False,contour,649.5,399.5,-180.0,699.0,499.0,-0.06,2.34,-180.0
sample_rotated.png,0.03333333333333333,out_of_tolerance,False,contour,649.5,399.5,-180.0,699.0,499.0,-0.06,2.34,-180.0
sample_shifted.png,0.06666666666666667,out_of_tolerance,False,contour,649.5,399.5,-180.0,699.0,499.0,-0.06,2.34,-180.0
